id,sequence,department_id/id,name,mos,no_of_recruitment,payroll_grade,rank_id/id
a1234-j2945,3526,military_department.a1234-d579,Технік,738945,1,10,military_rank.rank_100
a1234-j2946,3528,military_department.a1234-d580,Головний сержант - командир відділення,790975/182,1,10,military_rank.rank_90
a1234-j2947,3529,military_department.a1234-d580,Старший водій,790702,1,6/4,military_rank.rank_50
a1234-j2948,3530,military_department.a1234-d580,Водій,790037,4,5/2,military_rank.rank_30
a1234-j2952,3535,military_department.a1234-d581,Командир відділення,738182,1,7/6 ,military_rank.rank_70
a1234-j2953,3536,military_department.a1234-d581,Начальник електростанції,659491,1,4/4,military_rank.rank_50
a1234-j2954,3537,military_department.a1234-d581,Старший механік - акумуляторник,738786/005,1,4/3,military_rank.rank_50
a1234-j2955,3538,military_department.a1234-d581,Механік - електрозварник,738256/664,1,3/2,military_rank.rank_30
a1234-j2956,3539,military_department.a1234-d581,Механік,236256,1,4/3,military_rank.rank_30
a1234-j2957,3540,military_department.a1234-d581,Водій - механік,790037/256,1,5/2,military_rank.rank_30
a1234-j2958,3542,military_department.a1234-d582,Командир відділення,659182,1,7/6 ,military_rank.rank_70
a1234-j2959,3543,military_department.a1234-d582,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j2960,3544,military_department.a1234-d582,Електрик - дизеліст,659995/079,1,2/2,military_rank.rank_30
a1234-j2961,3546,military_department.a1234-d583,Командир відділення,788182,1,7/6 ,military_rank.rank_70
a1234-j2962,3547,military_department.a1234-d583,Старший кухар,788827,1,4/4,military_rank.rank_50
a1234-j2963,3548,military_department.a1234-d583,Кухар,788569,4,3/2,military_rank.rank_30
a1234-j2967,3553,military_department.a1234-d584,Начальник групи фельдʼєгерсько-поштового зв'язку,485308,1,8,military_rank.rank_80
a1234-j2968,3554,military_department.a1234-d584,Фельд'єгер,485960,1,2/2,military_rank.rank_30
a1234-j2969,3555,military_department.a1234-d584,Водій - фельд'єгер,790037/960,1,5/2,military_rank.rank_30
a1234-j2970,3557,military_department.a1234-d585,Начальник вузла,1210003,1,20,military_rank.rank_220
a1234-j2971,3558,military_department.a1234-d585,Інженер,5201003,1,12,military_rank.rank_190
a1234-j2972,3559,military_department.a1234-d585,Інженер,1602003,1,12,military_rank.rank_190
a1234-j2973,3560,military_department.a1234-d585,Технік,474945,1,10,military_rank.rank_100
a1234-j2974,3561,military_department.a1234-d585,Технік,603952,1,10,military_rank.rank_100
a1234-j2975,3562,military_department.a1234-d585,Електрик - дизеліст,659995/079,1,2/2,military_rank.rank_30
a1234-j2976,3564,military_department.a1234-d586,Командир відділення,420182,1,7/6 ,military_rank.rank_70
a1234-j2977,3565,military_department.a1234-d586,Радіотелефоніст,420641,3,3/2,military_rank.rank_30
a1234-j2980,3569,military_department.a1234-d587,Командир відділення,474182,1,7/6 ,military_rank.rank_70
a1234-j2981,3570,military_department.a1234-d587,Оператор - лінійний наглядач,403543/233,3,4/3,military_rank.rank_30
a1234-j2984,3574,military_department.a1234-d588,Командир відділення,474182,1,7/6 ,military_rank.rank_70
a1234-j2985,3575,military_department.a1234-d588,Старший оператор,474810,1,5/4,military_rank.rank_50
a1234-j2986,3576,military_department.a1234-d588,Оператор,600543,6,4/3,military_rank.rank_30
a1234-j2992,3583,military_department.a1234-d589,Командир роти,1110003,1,19,military_rank.rank_220
a1234-j2993,3584,military_department.a1234-d589,Заступник командира роти - інструктор з повітряно-десантної підготовки,1110003,1,18,military_rank.rank_190
a1234-j2994,3585,military_department.a1234-d589,Заступник командира роти з морально-психологічного забезпечення,3410003,1,18,military_rank.rank_190
a1234-j2995,3586,military_department.a1234-d589,Технік,738945,1,10,military_rank.rank_100
a1234-j2996,3587,military_department.a1234-d589,Головний сержант,187974,1,12,military_rank.rank_100
a1234-j2997,3588,military_department.a1234-d589,Сержант з матеріального забезпечення,787089,1,10,military_rank.rank_90
a1234-j2998,3589,military_department.a1234-d589,Старший бойовий медик,878978,1,7,military_rank.rank_80
a1234-j2999,3591,military_department.a1234-d590,Командир взводу,1110003,1,12,military_rank.rank_190
a1234-j3000,3593,military_department.a1234-d591,Головний сержант - командир відділення,187975/182,1,10,military_rank.rank_90
a1234-j3001,3594,military_department.a1234-d591,Водій - хімік,124037/976,1,5/2,military_rank.rank_30
a1234-j3002,3596,military_department.a1234-d592,Командир відділення,187182,1,8/6 ,military_rank.rank_70
a1234-j3003,3597,military_department.a1234-d592,Старший хімік,187893,1,5/4,military_rank.rank_50
a1234-j3004,3598,military_department.a1234-d592,Водій - хімік,124037/976,1,5/2,military_rank.rank_30
a1234-j3005,3600,military_department.a1234-d593,Командир відділення,187182,1,8/6 ,military_rank.rank_70
a1234-j3006,3601,military_department.a1234-d593,Старший хімік,187893,1,5/4,military_rank.rank_50
a1234-j3007,3602,military_department.a1234-d593,Водій - хімік,124037/976,1,5/2,military_rank.rank_30
a1234-j3008,3604,military_department.a1234-d594,Командир взводу,1111003,1,12,military_rank.rank_190
a1234-j3009,3606,military_department.a1234-d595,Головний сержант - командир відділення,193975/182,1,10,military_rank.rank_90
a1234-j3010,3607,military_department.a1234-d595,Старший вогнеметник,193808,3,5/4,military_rank.rank_50
a1234-j3013,3610,military_department.a1234-d595,Вогнеметник,193540,3,4/3,military_rank.rank_30
a1234-j3016,3613,military_department.a1234-d595,Водій - вогнеметник,790037/540,1,5/2,military_rank.rank_30
a1234-j3017,3615,military_department.a1234-d596,Командир відділення,193182,1,8/6 ,military_rank.rank_70
a1234-j3018,3616,military_department.a1234-d596,Старший вогнеметник,193808,3,5/4,military_rank.rank_50
a1234-j3021,3619,military_department.a1234-d596,Вогнеметник,193540,3,4/3,military_rank.rank_30
a1234-j3024,3622,military_department.a1234-d596,Водій - вогнеметник,790037/540,1,5/2,military_rank.rank_30
a1234-j3025,3624,military_department.a1234-d597,Командир відділення,193182,1,8/6 ,military_rank.rank_70
a1234-j3026,3625,military_department.a1234-d597,Старший вогнеметник,193808,3,5/4,military_rank.rank_50
a1234-j3029,3628,military_department.a1234-d597,Вогнеметник,193540,3,4/3,military_rank.rank_30
a1234-j3032,3631,military_department.a1234-d597,Водій - вогнеметник,790037/540,1,5/2,military_rank.rank_30
a1234-j3033,3633,military_department.a1234-d598,Командир відділення,193182,1,8/6 ,military_rank.rank_70
a1234-j3034,3634,military_department.a1234-d598,Старший вогнеметник,193808,3,5/4,military_rank.rank_50
a1234-j3037,3637,military_department.a1234-d598,Вогнеметник,193540,3,4/3,military_rank.rank_30
a1234-j3040,3640,military_department.a1234-d598,Водій - вогнеметник,790037/540,1,5/2,military_rank.rank_30
a1234-j3041,3642,military_department.a1234-d599,Командир взводу,304003,1,12,military_rank.rank_190
a1234-j3042,3643,military_department.a1234-d599,Головний сержант,146975,1,10,military_rank.rank_90
a1234-j3043,3644,military_department.a1234-d599,Начальник радіостанції,420414,1,6/6 ,military_rank.rank_70
a1234-j3044,3645,military_department.a1234-d599,Старший розвідник - далекомірник,146847/067,1,5/4,military_rank.rank_50
a1234-j3045,3646,military_department.a1234-d599,Розвідник,146646,2,4/3,military_rank.rank_30
a1234-j3047,3648,military_department.a1234-d599,Механік - радіотелефоніст,474256/641,1,4/3,military_rank.rank_30
a1234-j3048,3649,military_department.a1234-d599,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j3049,3650,military_department.a1234-d599,Радіотелеграфіст,420640,1,3/3,military_rank.rank_30
a1234-j3050,3651,military_department.a1234-d599,Водій,790037,1,5/2,military_rank.rank_30
a1234-j3051,3653,military_department.a1234-d600,Командир відділення,216182,1,7/6 ,military_rank.rank_70
a1234-j3052,3654,military_department.a1234-d600,Старший оператор,225810,1,6/4,military_rank.rank_50
a1234-j3053,3655,military_department.a1234-d600,Водій,790037,1,5/2,military_rank.rank_30
a1234-j3054,3656,military_department.a1234-d600,Радіотелефоніст,420641,1,3/2,military_rank.rank_30
a1234-j3055,3658,military_department.a1234-d601,Командир взводу,420003,1,12,military_rank.rank_190
a1234-j3056,3659,military_department.a1234-d601,Головний сержант,156975/182,1,10,military_rank.rank_90
a1234-j3057,3661,military_department.a1234-d602,Начальник радіостанції,420414,1,6/6 ,military_rank.rank_70
a1234-j3058,3662,military_department.a1234-d602,Механік - радіотелефоніст,474256/641,1,4/3,military_rank.rank_50
a1234-j3059,3663,military_department.a1234-d602,Радіотелеграфіст,420640,1,3/2,military_rank.rank_30
a1234-j3060,3664,military_department.a1234-d602,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j3061,3666,military_department.a1234-d603,Командир відділення,616182,1,7/6 ,military_rank.rank_70
a1234-j3062,3667,military_department.a1234-d603,Старший радіотелефоніст-планшетист,420842/567,1,4/4,military_rank.rank_50
a1234-j3063,3668,military_department.a1234-d603,Старший розвідник,161847,1,5/4,military_rank.rank_50
a1234-j3064,3669,military_department.a1234-d603,Механік-водій-електрик,739259/995,1,6/4,military_rank.rank_30
a1234-j3065,3670,military_department.a1234-d603,Розвідник,161646,1,4/3,military_rank.rank_30
a1234-j3066,3671,military_department.a1234-d603,Оператор,616543,1,4/3,military_rank.rank_30
a1234-j3067,3672,military_department.a1234-d603,Радіотелефоніст - планшетист,420641/567,1,3/2,military_rank.rank_30
a1234-j3068,3673,military_department.a1234-d603,Радіотелефоніст,420641,1,3/2,military_rank.rank_30
a1234-j3069,3674,military_department.a1234-d603,Водій,790037,1,5/2,military_rank.rank_30
a1234-j3070,3676,military_department.a1234-d604,Командир взводу,1410003,1,12,military_rank.rank_190
a1234-j3071,3678,military_department.a1234-d605,Командир відділення,555182,1,7/6 ,military_rank.rank_70
a1234-j3072,3679,military_department.a1234-d605,Оператор,545542,5,5/4,military_rank.rank_50
a1234-j3077,3684,military_department.a1234-d605,Водій,790037,1,5/2,military_rank.rank_30
a1234-j3078,3686,military_department.a1234-d606,Командир відділення,545182,1,7/6 ,military_rank.rank_70
a1234-j3079,3687,military_department.a1234-d606,Оператор,545542,1,5/4,military_rank.rank_50
a1234-j3080,3688,military_department.a1234-d606,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j3081,3690,military_department.a1234-d607,Командир відділення,555182,1,7/6 ,military_rank.rank_70
a1234-j3082,3691,military_department.a1234-d607,Старший оператор,555813,1,6/5 ,military_rank.rank_70
a1234-j3083,3692,military_department.a1234-d607,Оператор,545542,2,5/4,military_rank.rank_50
a1234-j3085,3694,military_department.a1234-d607,Водій - електрик,790058,2,5/3,military_rank.rank_30
a1234-j3087,3697,military_department.a1234-d608,Командир батальйону,7001003,1,24,military_rank.rank_290
a1234-j3088,3698,military_department.a1234-d608,Заступник командира батальйону,7001003,1,23,military_rank.rank_250
a1234-j3089,3699,military_department.a1234-d608,Заступник командира батальйону з морально-психологічного забезпечення,3410003,1,23,military_rank.rank_250
a1234-j3090,3700,military_department.a1234-d608,Головний сержант,929982,1,18,military_rank.rank_110
a1234-j3091,3702,military_department.a1234-d609,Начальник штабу - заступник командира батальйону,7001003,1,23,military_rank.rank_250
a1234-j3092,3703,military_department.a1234-d609,Заступник начальника штабу,7001003,1,20,military_rank.rank_220
a1234-j3093,3704,military_department.a1234-d609,Діловод,901074,1,4/4,military_rank.rank_50
a1234-j3094,3706,military_department.a1234-d610,Начальник групи,2905003,1,17,military_rank.rank_190
a1234-j3095,3707,military_department.a1234-d610,Відповідальний виконавець,901547,1,8,military_rank.rank_50
a1234-j3096,3709,military_department.a1234-d611,Начальник групи,212003,1,17,military_rank.rank_190
a1234-j3097,3710,military_department.a1234-d611,Помічник начальника групи,100601,1,6,military_rank.rank_70
a1234-j3098,3712,military_department.a1234-d612,Начальник групи,7050003,1,17,military_rank.rank_190
a1234-j3099,3713,military_department.a1234-d612,Офіцер,7050003,1,15,military_rank.rank_190
a1234-j3100,3714,military_department.a1234-d612,Офіцер,7001003,1,15,military_rank.rank_190
a1234-j3101,3716,military_department.a1234-d613,Начальник групи,1210003,1,17,military_rank.rank_190
a1234-j3102,3717,military_department.a1234-d613,Інструктор,600119,1,11/6 ,military_rank.rank_90
a1234-j3103,3719,military_department.a1234-d614,Командир роти,7061003,1,19,military_rank.rank_220
a1234-j3104,3720,military_department.a1234-d614,Заступник командира роти з морально-психологічного забезпечення,3410003,1,18,military_rank.rank_190
a1234-j3105,3721,military_department.a1234-d614,Заступник командира роти - інструктор з повітряно-десантної підготовки,7061003,1,18,military_rank.rank_190
a1234-j3106,3722,military_department.a1234-d614,Головний сержант,787974,1,12,military_rank.rank_100
a1234-j3107,3723,military_department.a1234-d614,Технік,738945,1,10,military_rank.rank_100
a1234-j3108,3724,military_department.a1234-d614,Сержант з матеріального забезпечення,787089,1,10,military_rank.rank_90
a1234-j3109,3725,military_department.a1234-d614,Старший бойовий медик,878978,1,7,military_rank.rank_80
a1234-j3110,3727,military_department.a1234-d615,Командир взводу,700147,1,11,military_rank.rank_100
a1234-j3111,3729,military_department.a1234-d616,Командир відділення,700182,1,7/6 ,military_rank.rank_70
a1234-j3112,3730,military_department.a1234-d616,Старший майстер,700774,1,5/4,military_rank.rank_50
a1234-j3113,3731,military_department.a1234-d616,Майстер,700244,1,4/3,military_rank.rank_30
a1234-j3114,3732,military_department.a1234-d616,Водій - слюсар,790037/669,1,5/2,military_rank.rank_30
a1234-j3115,3734,military_department.a1234-d617,Командир відділення,700182,1,7/6 ,military_rank.rank_70
a1234-j3116,3735,military_department.a1234-d617,Старший майстер,700774,1,5/4,military_rank.rank_50
a1234-j3117,3736,military_department.a1234-d617,Майстер,700244,1,4/3,military_rank.rank_30
a1234-j3118,3737,military_department.a1234-d617,Водій - слюсар,790037/669,1,5/2,military_rank.rank_30
a1234-j3119,3739,military_department.a1234-d618,Командир відділення,700182,1,7/6 ,military_rank.rank_70
a1234-j3120,3740,military_department.a1234-d618,Старший майстер,700774,1,5/4,military_rank.rank_50
a1234-j3121,3741,military_department.a1234-d618,Майстер,700244,1,4/3,military_rank.rank_30
a1234-j3122,3742,military_department.a1234-d618,Водій - слюсар,790037/669,1,5/2,military_rank.rank_30
a1234-j3123,3744,military_department.a1234-d619,Командир відділення,700182,1,7/6 ,military_rank.rank_70
a1234-j3124,3745,military_department.a1234-d619,Старший майстер,700774,1,5/4,military_rank.rank_50
a1234-j3125,3746,military_department.a1234-d619,Начальник компресорної станції,982455,1,4/4,military_rank.rank_50
a1234-j3126,3747,military_department.a1234-d619,Майстер,700244,1,4/3,military_rank.rank_30
a1234-j3127,3748,military_department.a1234-d619,Водій - слюсар,790037/669,1,5/2,military_rank.rank_30
a1234-j3128,3750,military_department.a1234-d620,Командир взводу,738147,1,11,military_rank.rank_100
a1234-j3129,3752,military_department.a1234-d621,Начальник майстерні,738332,1,8,military_rank.rank_90
a1234-j3130,3753,military_department.a1234-d621,Майстер,738244,2,4/3,military_rank.rank_30
a1234-j3132,3755,military_department.a1234-d621,Водій - слюсар,790037/669,1,5/2,military_rank.rank_30
a1234-j3133,3757,military_department.a1234-d622,Начальник майстерні,738332,1,8,military_rank.rank_90
a1234-j3134,3758,military_department.a1234-d622,Майстер,738244,2,4/3,military_rank.rank_30
a1234-j3136,3760,military_department.a1234-d622,Водій - слюсар,790037/669,1,5/2,military_rank.rank_30
a1234-j3137,3762,military_department.a1234-d623,Командир відділення,738182,1,7/6 ,military_rank.rank_70
a1234-j3138,3763,military_department.a1234-d623,Старший механік,738786,1,4/3,military_rank.rank_50
a1234-j3139,3764,military_department.a1234-d623,Механік,738256,2,3/2,military_rank.rank_30
a1234-j3141,3766,military_department.a1234-d623,Водій - механік,790037/256,1,5/2,military_rank.rank_30
a1234-j3142,3767,military_department.a1234-d623,Водій,790037,1,5/2,military_rank.rank_30
a1234-j3143,3768,military_department.a1234-d623,Такелажник,790936,1,2/2,military_rank.rank_30
a1234-j3144,3770,military_department.a1234-d624,Командир взводу,713147,1,11,military_rank.rank_100
a1234-j3145,3772,military_department.a1234-d625,Начальник майстерні,713332,1,8,military_rank.rank_90
a1234-j3146,3773,military_department.a1234-d625,Старший майстер,713774,1,5/4,military_rank.rank_50
a1234-j3147,3774,military_department.a1234-d625,Майстер,713244,2,4/3,military_rank.rank_30
a1234-j3149,3776,military_department.a1234-d625,Водій - слюсар,790037/669,1,5/2,military_rank.rank_30
a1234-j3150,3778,military_department.a1234-d626,Начальник лабораторії,791329,1,6,military_rank.rank_80
a1234-j3151,3779,military_department.a1234-d626,Майстер,815244,1,4/3,military_rank.rank_30
a1234-j3152,3780,military_department.a1234-d626,Водій - електрик,790058,1,5/2,military_rank.rank_30
a1234-j3153,3782,military_department.a1234-d627,Командир взводу,793147,1,11,military_rank.rank_100
a1234-j3154,3784,military_department.a1234-d628,Командир відділення,793182,1,7/6 ,military_rank.rank_70
a1234-j3155,3785,military_department.a1234-d628,Старший електрозварник,795858,1,4/4,military_rank.rank_50
a1234-j3156,3786,military_department.a1234-d628,Слюсар,793669,1,2/2,military_rank.rank_30
a1234-j3157,3787,military_department.a1234-d628,Мідник,793251,1,2/2,military_rank.rank_30
a1234-j3158,3788,military_department.a1234-d628,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j3159,3790,military_department.a1234-d629,Командир відділення,792182,1,7/6 ,military_rank.rank_70
a1234-j3160,3791,military_department.a1234-d629,Старший механік,659786,1,4/3,military_rank.rank_50
a1234-j3161,3792,military_department.a1234-d629,Майстер - акумуляторник,792244/005,1,4/3,military_rank.rank_30
a1234-j3162,3793,military_department.a1234-d629,Акумуляторник,792005,1,3/2,military_rank.rank_30
a1234-j3163,3794,military_department.a1234-d629,Водій - акумуляторник,790037/005,1,5/2,military_rank.rank_30
a1234-j3164,3796,military_department.a1234-d630,Командир відділення,700182,1,7/6 ,military_rank.rank_70
a1234-j3165,3797,military_department.a1234-d630,Старший майстер,700774,1,5/4,military_rank.rank_50
a1234-j3166,3798,military_department.a1234-d630,Майстер,769244,1,4/3,military_rank.rank_30
a1234-j3167,3799,military_department.a1234-d630,Водій - слюсар,790037/669,1,5/2,military_rank.rank_30
a1234-j3168,3800,military_department.a1234-d630,Електрик,829995,1,2/2,military_rank.rank_30
a1234-j3169,3802,military_department.a1234-d631,Командир взводу,113147,1,11,military_rank.rank_100
a1234-j3170,3804,military_department.a1234-d632,Командир відділення,113182,1,7/6 ,military_rank.rank_70
a1234-j3171,3805,military_department.a1234-d632,Механік-водій - кранівник,113258/210,2,6/4,military_rank.rank_50
a1234-j3173,3807,military_department.a1234-d632,Водій,790037,1,5/2,military_rank.rank_30
a1234-j3174,3808,military_department.a1234-d632,Такелажник,700936,3,2/2,military_rank.rank_30
a1234-j3177,3812,military_department.a1234-d633,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j3178,3813,military_department.a1234-d633,Водій - механік,790037/256,3,5/2,military_rank.rank_30
a1234-j3181,3816,military_department.a1234-d633,Такелажник,700936,4,2/2,military_rank.rank_30
a1234-j3185,3821,military_department.a1234-d634,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j3186,3822,military_department.a1234-d634,Водій - механік,790037/256,3,5/2,military_rank.rank_30
a1234-j3189,3825,military_department.a1234-d634,Такелажник,700936,4,2/2,military_rank.rank_30
a1234-j3193,3830,military_department.a1234-d635,Командир роти,7035003,1,19,military_rank.rank_220
a1234-j3194,3831,military_department.a1234-d635,Заступник командира роти з морально-психологічного забезпечення,3410003,1,18,military_rank.rank_190
a1234-j3195,3832,military_department.a1234-d635,Заступник командира роти - інструктор з повітряно-десантної підготовки,7035003,1,18,military_rank.rank_190
a1234-j3196,3833,military_department.a1234-d635,Головний сержант,790974,1,12,military_rank.rank_100
a1234-j3197,3834,military_department.a1234-d635,Технік,738945,1,10,military_rank.rank_100
a1234-j3198,3835,military_department.a1234-d635,Сержант з матеріального забезпечення,787089,1,10,military_rank.rank_90
a1234-j3199,3836,military_department.a1234-d635,Старший бойовий медик,878978,1,7,military_rank.rank_80
a1234-j3200,3838,military_department.a1234-d636,Командир взводу,7035003,1,12,military_rank.rank_190
a1234-j3201,3839,military_department.a1234-d636,Головний сержант,790975,1,10,military_rank.rank_90
a1234-j3202,3841,military_department.a1234-d637,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j3203,3842,military_department.a1234-d637,Старший водій,790702,1,6/4,military_rank.rank_50
a1234-j3204,3843,military_department.a1234-d637,Водій,790037,8,5/2,military_rank.rank_30
a1234-j3212,3852,military_department.a1234-d638,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j3213,3853,military_department.a1234-d638,Старший водій,790702,1,6/4,military_rank.rank_30
a1234-j3214,3854,military_department.a1234-d638,Водій,790037,7,5/2,military_rank.rank_30
a1234-j3221,3862,military_department.a1234-d639,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j3222,3863,military_department.a1234-d639,Старший водій,790702,1,6/4,military_rank.rank_50
a1234-j3223,3864,military_department.a1234-d639,Водій,790037,7,5/2,military_rank.rank_30
a1234-j3230,3872,military_department.a1234-d640,Командир взводу,787147,1,11,military_rank.rank_100
a1234-j3231,3873,military_department.a1234-d640,Головний сержант,787975,1,10,military_rank.rank_90
a1234-j3232,3875,military_department.a1234-d641,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j3233,3876,military_department.a1234-d641,Старший кухар,788827,1,4/4,military_rank.rank_50
a1234-j3234,3877,military_department.a1234-d641,Кухар,788569,3,3/2,military_rank.rank_30
a1234-j3237,3880,military_department.a1234-d641,Водій,790037,1,5/2,military_rank.rank_30
a1234-j3238,3882,military_department.a1234-d642,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j3239,3883,military_department.a1234-d642,Водій,790037,1,5/2,military_rank.rank_30
a1234-j3240,3884,military_department.a1234-d642,Такелажник,713936,7,2/2,military_rank.rank_30
a1234-j3247,3892,military_department.a1234-d643,Начальник обслуги,967422,1,9,military_rank.rank_90
a1234-j3248,3893,military_department.a1234-d643,Старший пожежний,967828,1,4/4,military_rank.rank_50
a1234-j3249,3894,military_department.a1234-d643,Пожежний,967570,2,3/2,military_rank.rank_30
a1234-j3251,3896,military_department.a1234-d643,Водій,790037,1,5/2,military_rank.rank_30
a1234-j3252,3898,military_department.a1234-d644,Начальник складу,713535,1,8,military_rank.rank_100
a1234-j3253,3900,military_department.a1234-d645,Командир роти,7035003,1,19,military_rank.rank_220
a1234-j3254,3901,military_department.a1234-d645,Заступник командира роти з морально-психологічного забезпечення,3410003,1,18,military_rank.rank_190
a1234-j3255,3902,military_department.a1234-d645,Заступник командира роти - інструктор з повітряно-десантної підготовки,7001003,1,18,military_rank.rank_190
a1234-j3256,3903,military_department.a1234-d645,Головний сержант,787974,1,12,military_rank.rank_100
a1234-j3257,3904,military_department.a1234-d645,Технік,738945,1,10,military_rank.rank_100
a1234-j3258,3905,military_department.a1234-d645,Сержант з матеріального забезпечення,787089,1,10,military_rank.rank_90
a1234-j3259,3906,military_department.a1234-d645,Старший бойовий медик,878978,1,7,military_rank.rank_80
a1234-j3260,3908,military_department.a1234-d646,Командир взводу,790147,1,11,military_rank.rank_100
a1234-j3261,3909,military_department.a1234-d646,Головний сержант,790975,1,10,military_rank.rank_90
a1234-j3262,3911,military_department.a1234-d647,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j3263,3912,military_department.a1234-d647,Начальник пункту заправки пальним,766391,1,8,military_rank.rank_50
a1234-j3264,3913,military_department.a1234-d647,Водій - заправник,790057,7,5/3,military_rank.rank_30
a1234-j3271,3920,military_department.a1234-d647,Водій,790037,1,5/2,military_rank.rank_30
a1234-j3272,3922,military_department.a1234-d648,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j3273,3923,military_department.a1234-d648,Водій - заправник,790057,6,5/3,military_rank.rank_30
a1234-j3279,3929,military_department.a1234-d648,Водій,790037,1,5/2,military_rank.rank_30
a1234-j3280,3931,military_department.a1234-d649,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j3281,3932,military_department.a1234-d649,Водій - заправник,790057,6,5/3,military_rank.rank_30
a1234-j3287,3938,military_department.a1234-d649,Водій,790037,1,5/2,military_rank.rank_30
a1234-j3288,3940,military_department.a1234-d650,Командир взводу,790147,1,11,military_rank.rank_100
a1234-j3289,3941,military_department.a1234-d650,Головний сержант,790975,1,10,military_rank.rank_90
a1234-j3290,3943,military_department.a1234-d651,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j3291,3944,military_department.a1234-d651,Старший водій,790702,1,6/4,military_rank.rank_50
a1234-j3292,3945,military_department.a1234-d651,Водій,790037,6,5/2,military_rank.rank_30
a1234-j3298,3952,military_department.a1234-d652,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j3299,3953,military_department.a1234-d652,Старший водій,790702,1,6/4,military_rank.rank_50
a1234-j3300,3954,military_department.a1234-d652,Водій,790037,5,5/2,military_rank.rank_30
a1234-j3305,3960,military_department.a1234-d653,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j3306,3961,military_department.a1234-d653,Старший водій,790702,1,6/4,military_rank.rank_50
a1234-j3307,3962,military_department.a1234-d653,Водій,790037,4,5/2,military_rank.rank_30
a1234-j3311,3967,military_department.a1234-d654,Командир взводу,790147,1,11,military_rank.rank_100
a1234-j3312,3968,military_department.a1234-d654,Головний сержант,790975,1,10,military_rank.rank_90
a1234-j3313,3970,military_department.a1234-d655,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j3314,3971,military_department.a1234-d655,Старший водій,790702,1,6/4,military_rank.rank_50
a1234-j3315,3972,military_department.a1234-d655,Водій,790037,5,5/2,military_rank.rank_30
a1234-j3320,3978,military_department.a1234-d656,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j3321,3979,military_department.a1234-d656,Старший водій,790702,1,6/4,military_rank.rank_50
a1234-j3322,3980,military_department.a1234-d656,Водій,790037,5,5/2,military_rank.rank_30
a1234-j3327,3986,military_department.a1234-d657,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j3328,3987,military_department.a1234-d657,Старший водій,790702,1,6/4,military_rank.rank_50
a1234-j3329,3988,military_department.a1234-d657,Водій,790037,5,5/2,military_rank.rank_30
a1234-j3334,3994,military_department.a1234-d658,Командир роти,212003,1,19,military_rank.rank_220
a1234-j3335,3995,military_department.a1234-d658,Заступник командира роти - інструктор з повітряно-десантної підготовки,212003,1,18,military_rank.rank_190
a1234-j3336,3996,military_department.a1234-d658,Заступник командира роти з морально-психологічного забезпечення,3410003,1,18,military_rank.rank_190
a1234-j3337,3997,military_department.a1234-d658,Технік,832945,1,10,military_rank.rank_100
a1234-j3338,3998,military_department.a1234-d658,Головний сержант,100974,1,12,military_rank.rank_100
a1234-j3339,3999,military_department.a1234-d658,Сержант з матеріального забезпечення,787089,1,10,military_rank.rank_90
a1234-j3340,4000,military_department.a1234-d658,Старший бойовий медик,878978,1,7,military_rank.rank_80
a1234-j3341,4002,military_department.a1234-d659,Командир взводу,210003,1,12,military_rank.rank_190
a1234-j3342,4003,military_department.a1234-d659,Бойовий медик взводу,878033,1,7/5 ,military_rank.rank_70
a1234-j3343,4005,military_department.a1234-d660,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j3344,4006,military_department.a1234-d660,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j3345,4007,military_department.a1234-d660,Старший-водій-гранатометник,790702/061,1,6/4,military_rank.rank_50
a1234-j3346,4008,military_department.a1234-d660,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j3348,4010,military_department.a1234-d660,Водій - гранатометник,790037/061,1,5/2,military_rank.rank_30
a1234-j3349,4012,military_department.a1234-d661,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j3350,4013,military_department.a1234-d661,Старший стрілець,100868,1,6/4,military_rank.rank_50
